atom_id,molecule_id,element,type,charge
adG,bg,h,3,-0.321
adH,bh,c,3,-0.069
adI,bh,n,22,-0.09
adJ,bh,i,3,0.351
adK,bh,h,22,0.294
adL,bh,c,22,-0.032
adM,bh,h,3,-0.154
adN,bh,h,3,-0.056
adO,bh,c,42,-0.055
adP,bh,c,22,-0.209
adQ,bh,h,22,0.113
adR,bh,h,3,0.269
adS,bh,c,22,0.037
adT,bh,c,3,0.066
adU,bh,c,22,0.054
adV,bh,h,3,0.432
adW,bh,h,3,-0.109
adX,bh,c,3,-0.127
adY,bh,h,3,0.351
adZ,bh,o,3,0.064
aea,bh,c,38,0.189
aeb,bh,c,22,0.227
aec,bh,c,40,-0.331
aed,bh,c,38,-0.125
aee,bh,h,22,0.501
aef,bh,h,3,0.472
aeg,bh,h,40,0.151
aeh,bh,c,3,0.288
aei,bh,c,29,-0.084
aej,bh,h,10,-0.043
aek,bh,h,22,-0.329
ael,bh,c,3,-0.459
aem,bh,h,22,-0.256
aen,bh,c,3,-0.166
aeo,bh,c,3,-0.166
aep,bh,c,22,-0.495
aeq,bh,h,22,0.251
aer,bi,c,3,-0.076
aes,bi,c,3,-0.129
aet,bi,h,40,-0.058
aeu,bi,h,29,0.015
aev,bi,h,3,-0.391
aew,bi,c,3,-0.104
aex,bi,h,22,0.034
aey,bi,h,3,0.065
aez,bi,h,27,0.391
aeA,bi,c,22,0.296
aeB,bi,c,3,-0.044
aeC,bi,o,29,-0.119
aeD,bi,h,38,-0.204
aeE,bi,c,3,-0.039
aeF,bi,c,22,0.337
aeG,bi,h,40,-0.383
aeH,bi,c,3,0.196
aeI,bi,h,3,-0.071
aeJ,bi,c,22,0.239
aeK,bi,c,40,-0.067
aeL,bi,c,40,-0.054
aeM,bi,c,3,-0.236
aeN,bi,h,40,-0.393
aeO,bi,c,42,-0.292
aeP,bi,c,22,-0.049
aeQ,bi,c,42,-0.328
aeR,bj,o,22,0.198
aeS,bj,h,22,-0.538
aeT,bj,o,22,0.416
aeU,bj,o,22,0.363
aeV,bj,c,21,0.014
aeW,bj,c,3,0.032
aeX,bj,c,195,-0.469
aeY,bj,h,28,-0.403
aeZ,bj,c,3,-0.246
afa,bj,c,29,-0.523
afb,bj,h,3,0.371
afc,bj,h,40,0.003
afd,bj,h,22,0.178
afe,bj,c,27,-0.171
aff,bj,h,3,-0.23
afg,bj,h,40,0.318
afh,bj,h,3,0.46
afi,bj,o,3,0.044
afj,bj,o,22,0.293
afk,bj,c,27,0.18
afl,bj,c,27,-0.295
afm,bj,h,40,-0.127
afn,bj,c,40,-0.665
afo,bj,h,22,0.223
afp,bj,c,3,-0.25
afq,bj,h,40,-0.04
afr,bj,h,3,0.01
afs,bj,c,40,0.007
aft,bj,c,27,-0.16
afu,bj,c,40,0.45
afv,bj,h,3,0.034
afw,bj,h,3,0.229
afx,bj,o,22,0.083
afy,bj,h,3,0.462
afz,bj,c,27,-0.196
afA,bj,h,3,-0.084
afB,bj,c,38,-0.285
afC,bk,c,22,0.071
afD,bk,c,40,0.185
afE,bk,h,3,0.36
afF,bk,c,3,-0.248
afG,bk,c,22,0.202
afH,bk,c,3,-0.24
afI,bk,h,3,-0.016
afJ,bk,h,3,-0.262
afK,bk,c,3,0.23
afL,bk,h,3,-0.411
afM,bk,h,3,0.081
afN,bk,c,22,0.194
afO,bk,h,3,-0.014
afP,bk,c,3,-0.138
afQ,bk,c,22,0.143
afR,bk,c,22,-0.037
afS,bk,h,22,-0.297
afT,bk,c,38,-0.04
afU,bk,h,22,0.066
afV,bk,c,3,0.142
afW,bk,h,3,0.288
afX,bk,h,3,0.333
afY,bk,h,3,-0.008
afZ,bk,h,38,-0.001
aga,bk,h,3,-0.254
agb,bk,h,27,0.093
agc,bk,o,22,0.163
agd,bl,h,3,0.174
age,bl,c,3,-0.143
agf,bl,c,3,0.068
agg,bl,c,3,-0.07
agh,bl,c,3,0.206
agi,bl,h,3,0.09
agj,bl,o,22,0.353
agk,bl,c,3,0.023
agl,bl,c,27,0.314
agm,bl,c,40,-0.391
agn,bl,h,22,-0.197
ago,bl,c,3,0.02
agp,bl,h,40,-0.57
agq,bl,c,38,-0.777
agr,bl,c,22,0.171
ags,bl,c,3,0.262
agt,bl,c,42,0.445
agu,bl,h,22,-0.49
agv,bl,c,3,0.316
agw,bl,c,38,-0.147
agx,bl,h,3,-0.274
agy,bl,h,3,-0.085
agz,bl,c,42,-0.343
agA,bl,o,22,0.196
agB,bl,h,38,0.056
agC,bm,c,42,-0.567
agD,bm,c,42,0.352
agE,bm,c,40,-0.115
agF,bm,h,22,0.263
agG,bm,h,3,0.26
agH,bm,c,3,-0.214
agI,bm,h,22,0.079
agJ,bm,h,3,-0.367
agK,bm,c,92,0.084
agL,bm,h,29,0.271
agM,bm,c,22,-0.245
agN,bm,h,42,0.152
agO,bm,h,42,-0.374
agP,bm,h,40,0.049
agQ,bm,c,38,-0.455
agR,bm,c,3,-0.146
agS,bm,c,3,0.048
agT,bm,h,3,0.377
agU,bm,c,40,0.041
agV,bm,h,3,-0.247
agW,bm,h,22,0.553
agX,bm,n,3,0.024
agY,bm,o,40,0.165
agZ,bm,c,22,-0.035
aha,bm,c,40,-0.438
ahb,bm,h,29,-0.201
ahc,bn,c,22,0.241
ahd,bn,h,3,-0.006
ahe,bn,h,22,0.596
ahf,bn,o,3,0.195
ahg,bn,h,40,0.334
ahh,bn,c,22,0.134
ahi,bn,c,22,-0.108
ahj,bn,h,3,-0.128
ahk,bn,n,22,0.133
ahl,bn,c,3,0.457
ahm,bn,h,3,0.1
ahn,bn,h,22,0.075
aho,bn,c,22,-0.454
ahp,bn,c,3,-0.405
ahq,bn,h,22,-0.208
ahr,bn,h,22,-0.223
ahs,bn,o,22,0.29
aht,bn,h,3,-0.258
ahu,bn,n,3,0.088
ahv,bn,h,22,0.609
ahw,bn,h,22,0.456
ahx,bn,c,22,0.51
ahy,bo,c,42,0.625
ahz,bo,c,22,0.262
ahA,bo,c,3,0.098
ahB,bo,h,22,0.281
ahC,bo,c,3,-0.781
ahD,bo,c,3,0.164
ahE,bo,h,22,0.357
ahF,bo,h,3,-0.066
ahG,bo,h,22,0.263
ahH,bo,c,40,0.511
ahI,bo,c,29,-0.057
ahJ,bo,h,22,0.327
ahK,bo,h,3,-0.033
ahL,bo,c,3,0.308
ahM,bo,c,40,0.192
ahN,bo,h,3,0.014
ahO,bo,c,40,-0.478
ahP,bo,h,3,-0.213
ahQ,bo,c,22,-0.127
ahR,bo,c,22,-0.155
ahS,bo,i,22,0.296
ahT,bo,h,40,-0.434
ahU,bo,h,22,0.639
ahV,bo,h,40,0.264
ahW,bo,i,3,0.186
ahX,bp,o,3,-0.091
ahY,bp,c,3,-0.019
ahZ,bp,c,22,-0.073
aia,bp,c,3,0.159
aib,bp,h,22,0.811
aic,bp,h,38,0.233
aid,bp,c,3,0.252
aie,bp,c,3,0.135
aif,bp,h,38,0.712
aig,bp,c,3,-0.396
aih,bp,h,22,0.451
aii,bp,i,38,-0.096
aij,bp,h,3,0.336
aik,bp,i,3,-0.289
ail,bp,h,3,0.346
aim,bp,i,1,-0.521
ain,bp,c,40,-0.065
aio,bp,c,22,0.42
aip,bp,c,10,0.448
aiq,bp,c,22,-0.229
air,bp,c,3,0.075
ais,bp,c,40,-0.132
ait,bp,c,22,-0.376
aiu,bp,i,1,-0.288
aiv,bp,n,3,-0.021
aiw,bp,n,27,0.304
aix,bp,h,14,0.024
aiy,bp,h,3,-0.193
aiz,bp,c,22,0.192
aiA,bp,h,38,0.173
aiB,bq,h,40,0.185
aiC,bq,c,22,0.127
aiD,bq,c,3,-0.29
aiE,bq,o,3,-0.157
aiF,bq,h,29,0.454
aiG,bq,c,22,-0.001
aiH,bq,o,3,-0.105
aiI,bq,c,22,0.043
aiJ,bq,h,27,-0.19
aiK,bq,h,3,0.237
aiL,bq,h,3,-0.025
aiM,bq,c,22,-0.058
aiN,bq,c,22,0.625
aiO,bq,c,22,0.001
aiP,bq,o,22,-0.26
aiQ,bq,c,3,0.088
aiR,bq,c,3,-0.238
aiS,bq,n,3,-0.058
aiT,bq,h,40,0.41
aiU,bq,h,3,-0.702
aiV,br,h,22,0.495
aiW,br,h,22,-0.061
aiX,br,c,27,0.148
aiY,br,o,22,0.498
aiZ,br,c,40,0.224
aja,br,c,40,0.275
ajb,br,c,38,-0.358
ajc,br,h,3,0.136
ajd,br,c,3,0.235
aje,br,o,3,0.265
ajf,br,h,3,0.035
ajg,br,c,42,-0.387
ajh,br,c,38,-0.142
aji,br,c,42,0.264
ajj,br,h,3,0.072
ajk,br,n,22,-0.126
ajl,br,c,40,0.217
ajm,br,c,38,-0.288
ajn,br,h,42,-0.736
ajo,br,c,3,-0.172
ajp,br,h,3,0.238
ajq,br,c,40,-0.201
ajr,bs,o,27,0.363
ajs,bs,h,22,0.252
ajt,bs,h,3,0.362
aju,bs,i,3,0.322
ajv,bs,h,38,-0.261
ajw,bs,c,40,-0.246
ajx,bs,c,3,-0.414
ajy,bs,h,3,-0.358
ajz,bs,o,22,0.063
ajA,bs,c,29,0.106
ajB,bs,c,28,0.011
ajC,bs,c,40,0.151
ajD,bs,i,3,0.033
ajE,bs,c,3,-0.116
ajF,bs,c,27,0.482
ajG,bs,c,3,0.029
ajH,bs,n,22,-0.6
ajI,bs,i,38,0.131
ajJ,bs,c,22,-0.724
ajK,bs,c,40,0.523
ajL,bs,c,3,0.394
ajM,bs,o,22,0.214
ajN,bs,o,22,0.605
ajO,bs,c,3,0.069
ajP,bt,i,22,-0.663
ajQ,bt,c,42,0.572
ajR,bt,h,22,-0.781
ajS,bt,h,3,0.181
ajT,bt,h,22,-0.613
ajU,bt,c,38,0.061
ajV,bt,c,1,0.029
ajW,bt,h,3,0.299
ajX,bt,h,3,0.297
ajY,bt,h,42,-0.176
ajZ,bt,c,38,0.185
aka,bt,h,3,0.403
akb,bt,c,40,-0.018
akc,bt,h,3,0.1
akd,bu,c,38,0.088
ake,bu,h,3,0.224
akf,bu,c,40,0.006
akg,bu,o,3,-0.013
akh,bu,h,22,-0.464
aki,bu,c,22,-0.228
akj,bu,o,22,0.133
akk,bu,h,40,-0.11
akl,bu,c,40,0.09
akm,bu,c,42,-0.172
akn,bu,h,22,0.214
ako,bu,h,22,-0.397
akp,bu,c,3,0.347
akq,bu,i,22,-0.034
akr,bu,c,26,-0.13
aks,bu,c,195,0.15
akt,bu,c,3,0.012
aku,bu,c,42,0.054
akv,bu,h,22,-0.159
akw,bu,o,3,-0.036
akx,bu,c,3,-0.31
aky,bu,h,22,0.237
akz,bu,o,22,0.416
akA,bu,h,22,-0.107
akB,bu,h,22,0.123
akC,bu,c,42,-0.162
akD,bu,c,40,0.02
akE,bu,c,3,0.049
akF,bu,h,3,0.042
akG,bu,h,3,0.204
akH,bu,c,40,-0.168
akI,bv,c,3,-0.301
akJ,bv,h,22,0.154
akK,bv,c,28,-0.274
akL,bv,h,3,-0.209
akM,bv,h,22,-0.039
akN,bv,c,40,-0.341
akO,bv,c,40,-0.068
akP,bv,c,40,0.093
akQ,bv,c,22,0.193
akR,bv,c,3,0.296
akS,bv,h,3,-0.048
akT,bv,h,3,0.05
akU,bv,o,3,0.09
akV,bv,h,3,-0.387
akW,bv,c,3,-0.577
akX,bv,c,3,-0.188
akY,bv,c,22,0.299
akZ,bv,c,3,-0.029
ala,bv,h,22,0.153
alb,bv,h,40,-0.131
alc,bw,c,3,-0.126
ald,bw,h,3,0.12
ale,bw,c,3,-0.132
alf,bw,h,3,-0.057
alg,bw,h,3,0.383
alh,bw,c,10,-0.047
ali,bw,c,3,-0.237
alj,bw,n,22,0.829
alk,bw,c,3,0.017
all,bw,h,3,-0.114
alm,bw,h,40,0.543
aln,bw,c,40,-0.162
alo,bw,h,40,0.338
alp,bw,h,22,-0.236
alq,bx,c,40,-0.147
alr,bx,h,3,0.144
als,bx,h,3,0.149
alt,bx,c,3,-0.226
alu,bx,h,22,-0.088
alv,bx,h,3,0.023
alw,bx,h,3,-0.413
alx,bx,c,28,-0.209
aly,bx,c,40,-0.147
alz,bx,h,3,-0.222
alA,bx,h,3,0.087
alB,bx,c,3,0.187
alC,bx,c,40,-0.092
alD,bx,c,40,-0.375
alE,bx,h,3,-0.194
alF,bx,c,40,-0.36
alG,bx,h,22,0.315
alH,bx,c,3,-0.26
alI,bx,c,27,-0.326
alJ,bx,c,10,0.134
alK,bx,c,27,-0.161
alL,bx,c,3,-0.004
alM,bx,h,3,0.055
alN,bx,c,3,0.409
alO,bx,h,3,0.145
alP,bx,c,3,-0.097
alQ,bx,h,22,-0.198
alR,bx,h,22,-0.231
alS,bx,c,3,-0.087
alT,bx,i,22,-0.052
alU,bx,c,29,-0.006
alV,bx,c,3,0.236
alW,bx,h,40,-0.088
alX,bx,c,42,0.19
alY,bx,c,3,0.34
alZ,bx,c,38,-0.256
ama,by,c,22,-0.449
amb,by,c,3,-0.201
amc,by,o,3,0.072
amd,by,c,22,0.157
ame,by,c,22,0.187
amf,by,c,22,-0.23
amg,by,c,22,0.282
amh,by,c,40,0.082
ami,by,c,22,-0.043
amj,by,c,22,0.009
amk,by,c,3,-0.113
aml,by,c,3,0.081
amm,by,h,40,-0.365
amn,by,h,3,-0.058
amo,by,h,3,-0.548
amp,by,h,3,-0.059
amq,by,h,21,-0.405
amr,by,c,22,0.069
ams,by,c,22,-0.222
amt,by,c,3,0.131
amu,by,h,22,0.295
amv,by,c,3,0.64
amw,by,c,3,-0.078
amx,bz,i,27,-0.456
amy,bz,h,27,-0.112
amz,bz,h,40,-0.069
amA,bz,c,3,0.102
amB,bz,i,38,-0.601
amC,bz,c,22,-0.749
amD,bz,h,22,-0.329
amE,bz,c,3,0.604
amF,bz,h,22,-0.167
amG,bz,h,3,0.136
amH,bz,h,3,-0.563
amI,bz,h,40,-0.054
amJ,bz,c,22,-0.781
amK,bz,c,22,0.036
amL,bA,h,22,0.429
amM,bA,c,27,-0.013
amN,bA,h,3,-0.142
amO,bA,c,3,0.262
amP,bA,h,3,0.019
amQ,bA,c,3,0.094
amR,bA,h,22,0.022
amS,bA,c,22,0.11
amT,bA,h,22,-0.322
amU,bA,c,22,0.14
amV,bA,h,22,0.25
amW,bA,c,22,0.328
amX,bA,c,51,0.196
amY,bA,c,3,-0.125
amZ,bA,c,3,0.256
ana,bA,c,3,-0.253
anb,bA,c,27,-0.128
anc,bA,h,3,-0.041
and,bA,c,3,-0.032
ane,bA,c,3,0.005
anf,bA,h,3,-0.009
ang,bA,c,3,0.241
anh,bA,c,3,0.123
ani,bA,c,3,-0.233
anj,bA,c,38,-0.356
ank,bA,c,3,-0.127
anl,bA,c,3,-0.036
anm,bA,c,40,-0.36
ann,bB,h,22,-0.279
ano,bB,c,27,0.033
anp,bB,i,22,-0.189
anq,bB,o,22,0.644
anr,bB,c,38,0.194
ans,bB,h,3,0.143
ant,bB,i,22,0.488
anu,bB,h,22,-0.595
anv,bB,h,22,-0.095
anw,bB,c,3,-0.194
anx,bB,c,40,0.43
any,bB,c,40,0.136
anz,bB,c,42,-0.057
anA,bB,h,22,0.121
anB,bB,n,22,0.116
anC,bB,h,22,-0.222
anD,bB,h,3,0.098
anE,bB,h,22,-0.211
anF,bB,c,27,0.074
anG,bB,h,22,-0.182
anH,bB,c,3,-0.272
anI,bB,h,3,0.284
anJ,bB,c,10,0.022
anK,bB,h,3,0.403
anL,bC,h,3,0.244
anM,bC,h,40,0.489
anN,bC,c,22,-0.02
anO,bC,h,22,0.039
anP,bC,h,3,0.088
anQ,bC,c,40,-0.277
anR,bC,h,22,0.264
anS,bC,h,3,-0.222
anT,bC,c,3,-0.23
anU,bC,i,22,-0.035
anV,bC,c,3,-0.089
anW,bC,c,10,-0.367
anX,bC,h,10,0.54
anY,bC,c,3,0.077
anZ,bC,c,22,0.137
aoa,bC,h,3,-0.267
aob,bC,o,22,0.558
aoc,bC,c,27,0.033
aod,bC,c,3,0.015
aoe,bC,c,10,0.029
aof,bD,c,3,0.1
aog,bD,h,40,-0.09
aoh,bD,i,42,-0.418
aoi,bD,h,40,-0.074
aoj,bD,c,22,-0.089
aok,bD,h,3,0.313
aol,bD,c,22,0.479
aom,bD,h,3,-0.695
aon,bD,c,22,0.416
aoo,bD,h,3,-0.363
aop,bD,c,3,0.042
aoq,bD,c,3,-0.781
aor,bD,h,3,0.312
aos,bD,o,40,-0.465
aot,bD,h,38,0.243
aou,bD,h,38,-0.181
aov,bD,i,38,-0.781
aow,bD,h,3,0.139
aox,bD,c,22,-0.141
aoy,bD,c,22,-0.154
aoz,bD,c,3,0.181
aoA,bD,c,22,0.15
aoB,bE,c,40,0.417
aoC,bE,c,3,0.167
aoD,bE,h,22,-0.041
aoE,bE,h,3,-0.32
aoF,bE,h,40,-0.068
aoG,bE,c,10,0.216
aoH,bE,h,3,-0.173
aoI,bE,c,3,0.119
aoJ,bE,h,3,0.072
aoK,bE,c,22,-0.232
aoL,bE,h,14,0.571
aoM,bE,c,3,-0.11
aoN,bE,h,3,0.248
aoO,bE,c,3,-0.036
aoP,bE,h,22,0.001
aoQ,bE,c,40,-0.329
aoR,bE,i,22,0.074
aoS,bE,h,3,-0.031
aoT,bE,c,3,0.1
aoU,bF,h,40,-0.024
aoV,bF,h,22,0.24
aoW,bF,h,40,0.118
aoX,bF,h,3,-0.781
aoY,bF,c,3,-0.216
aoZ,bF,o,1,-0.159
apa,bF,o,22,-0.412
apb,bF,c,3,0.146
apc,bF,h,3,-0.328
apd,bF,c,27,0.371
ape,bF,i,40,-0.145
apf,bF,c,3,0.037
apg,bF,h,22,0.376
aph,bF,c,40,0.084
api,bF,n,28,0.15
apj,bF,h,3,0.346
apk,bF,h,40,0.255
apl,bF,c,3,-0.122
apm,bF,c,40,-0.217
apn,bF,o,22,-0.443
apo,bF,c,22,0.207
app,bF,i,42,0.016
apq,bG,h,3,0.29
apr,bG,c,40,-0.153
aps,bG,o,40,0.496
apt,bG,h,3,0.082
apu,bG,o,3,0.325
apv,bG,h,40,0.145
apw,bG,o,22,0.528
apx,bG,c,22,0.348
apy,bG,h,22,0.111
apz,bG,c,22,0.06
apA,bG,h,40,0.105
apB,bG,o,27,-0.112
apC,bG,c,3,-0.117
apD,bG,c,38,0.089
apE,bG,c,3,-0.439
apF,bG,h,3,0.49
apG,bG,c,3,0.066
apH,bG,h,21,-0.032
apI,bG,c,3,-0.313
apJ,bG,c,3,-0.432
apK,bG,c,40,-0.51
apL,bG,o,42,0.074
apM,bH,o,29,-0.225
apN,bH,i,3,-0.547
apO,bH,h,40,-0.299
apP,bH,c,3,-0.448
apQ,bH,c,22,0.356
apR,bH,h,42,-0.054
apS,bH,c,27,0.821
apT,bH,c,29,0.127
apU,bH,h,42,-0.378
apV,bH,c,3,0.528
apW,bH,h,40,-0.19
apX,bH,h,1,-0.337
apY,bH,c,22,0.099
apZ,bH,h,3,0.315
aqa,bI,c,22,-0.231
aqb,bI,c,22,0.133
aqc,bI,c,22,-0.176
aqd,bI,c,22,-0.235
aqe,bI,c,42,-0.126
aqf,bI,c,3,0.082
aqg,bI,h,3,-0.244
aqh,bI,c,22,0.005
aqi,bI,c,3,-0.061
aqj,bI,h,22,-0.016
aqk,bI,h,22,-0.005
aql,bI,c,22,0.194
aqm,bI,h,3,-0.149
aqn,bI,h,3,0.194
aqo,bI,c,3,-0.222
aqp,bI,c,22,0.123
aqq,bI,c,40,-0.006
aqr,bI,c,3,-0.15
aqs,bI,c,27,0.064
aqt,bI,c,3,0.271
aqu,bI,h,3,-0.231
aqv,bI,c,22,-0.11
aqw,bI,h,3,0.112
aqx,bI,c,22,0.325
aqy,bI,c,3,-0.226
aqz,bI,h,3,0.063
aqA,bI,c,22,0.151
aqB,bI,c,3,0.07
aqC,bI,c,3,0.259
aqD,bI,c,3,0.328
aqE,bI,h,22,-0.09
aqF,bJ,c,27,0.294
aqG,bJ,h,40,0.574
aqH,bJ,c,22,0.177
aqI,bJ,c,22,0.136
aqJ,bJ,c,22,0.139
aqK,bJ,o,40,-0.153
aqL,bJ,h,3,-0.101
aqM,bJ,h,27,-0.666
aqN,bJ,c,3,-0.024
aqO,bJ,h,3,-0.13
aqP,bJ,c,42,0.422
aqQ,bJ,c,40,0.125
aqR,bJ,c,22,0.198
aqS,bJ,h,22,0.632
aqT,bJ,c,3,-0.541
aqU,bJ,c,3,0.122
aqV,bK,c,27,-0.186
aqW,bK,h,3,0.107
aqX,bK,c,3,-0.453
aqY,bK,c,3,-0.316
aqZ,bK,c,3,0.189
ara,bK,c,3,0.009
arb,bK,c,38,-0.036
arc,bK,h,27,0.388
ard,bK,h,40,-0.152
are,bK,o,1,-0.156
arf,bK,c,22,0.305
arg,bK,c,22,-0.28
arh,bK,c,22,0.643
ari,bK,c,40,-0.362
arj,bK,h,38,0.051
ark,bK,c,3,0.052
arl,bK,i,32,0.242
arm,bK,c,3,0.096
arn,bK,c,22,0.184
aro,bK,h,38,-0.127
arp,bK,c,38,-0.191
arq,bK,h,27,-0.302
arr,bK,c,22,0.207
ars,bK,h,3,-0.002
art,bK,h,3,-0.175
aru,bK,h,42,-0.015
arv,bK,c,22,-0.134
arw,bK,o,42,-0.369
arx,bK,c,22,-0.385
ary,bK,c,22,0.363
arz,bK,c,3,0.053
arA,bK,c,22,-0.439
arB,bK,h,40,0.155
arC,bK,c,3,0.082
arD,bL,h,22,0.146
arE,bL,c,3,-0.228
arF,bL,c,3,-0.005
arG,bL,c,16,-0.163
arH,bL,h,3,0.214
arI,bL,c,40,-0.087
arJ,bL,c,3,0.003
arK,bL,h,3,-0.157
arL,bL,h,22,-0.074
arM,bL,c,22,-0.048
arN,bL,c,29,0.025
arO,bL,h,3,-0.485
arP,bL,h,3,-0.133
arQ,bL,h,3,-0.054
arR,bL,c,40,0.204
arS,bL,c,40,0.056
arT,bL,c,40,0.327
arU,bL,c,27,-0.038
arV,bL,h,22,-0.075
arW,bL,c,3,-0.187
arX,bL,c,27,0.1
arY,bL,h,22,0.008
arZ,bL,h,22,0.076
asa,bL,h,22,0.333
asb,bL,c,3,-0.329
asc,bL,h,22,-0.126
asd,bM,h,27,-0.419
ase,bM,h,27,-0.483
asf,bM,h,3,-0.256
asg,bM,h,3,-0.185
ash,bM,c,3,0.052
asi,bM,c,3,-0.193
asj,bM,h,22,0.057
ask,bM,h,3,0.182
asl,bM,o,3,-0.029
asm,bM,h,3,-0.286
asn,bM,o,3,0.096
aso,bM,c,42,-0.145
asp,bM,c,3,0.154
asq,bM,h,3,0.197
asr,bM,c,3,0.108
ass,bM,h,22,-0.141
ast,bM,c,3,-0.08
asu,bM,o,22,-0.245
asv,bM,c,3,0.081
asw,bM,h,22,-0.155
asx,bM,c,21,0.022
asy,bM,h,3,0.032
asz,bM,c,3,-0.065
asA,bM,c,42,-0.593
asB,bM,h,27,0.029
asC,bN,c,3,0.078
asD,bN,c,3,-0.378
asE,bN,c,22,-0.015
asF,bN,c,3,-0.032
asG,bN,c,3,0.473
asH,bN,i,29,-0.51
asI,bN,h,40,0.407
asJ,bN,c,26,-0.191
asK,bN,h,22,0.197
asL,bN,c,3,-0.11
asM,bN,c,22,0.346
asN,bN,h,3,-0.263
asO,bN,i,40,0.079
asP,bN,c,3,-0.232
asQ,bN,c,38,-0.311
asR,bN,h,27,-0.141
asS,bN,h,38,-0.043
asT,bN,o,3,-0.371
asU,bN,c,3,-0.125
asV,bN,c,22,-0.206
asW,bN,h,3,0.161
asX,bN,c,3,0.081
asY,bN,c,3,0.196
asZ,bN,c,22,0.452
ata,bO,c,3,0.235
atb,bO,c,3,0.301
atc,bO,h,42,0.054
atd,bO,h,27,0.538
ate,bO,h,40,0.262
atf,bO,c,3,-0.172
atg,bO,c,22,0.425
ath,bO,c,40,-0.316
ati,bO,i,3,-0.155
atj,bO,i,22,0.515
atk,bO,h,38,-0.124
atl,bO,c,22,0.254
atm,bO,h,3,0.321
atn,bO,o,22,0.335
ato,bO,h,3,-0.211
atp,bO,h,22,0.389
atq,bO,c,40,0.15
atr,bP,h,22,0.207
ats,bP,c,38,0.143
att,bP,c,40,0.052
atu,bP,h,22,0.248
atv,bP,h,22,-0.087
atw,bP,c,40,0.017
atx,bP,c,26,0.007
aty,bP,c,38,-0.271
atz,bP,c,3,0.162
atA,bP,c,32,0.273
atB,bP,c,27,-0.147
atC,bP,c,22,-0.068
atD,bP,h,3,-0.157
atE,bP,c,22,0.009
atF,bP,h,40,-0.412
atG,bP,h,3,0.077
atH,bP,h,22,0.097
atI,bP,c,27,-0.145
atJ,bP,c,10,-0.409
atK,bP,c,3,-0.14
atL,bP,c,22,0.166
atM,bP,c,21,-0.274
atN,bP,h,22,0.229
atO,bP,c,22,0.338
atP,bP,h,3,0.027
atQ,bP,h,22,-0.222
atR,bP,h,22,0.609
atS,bP,h,40,0.169
atT,bP,h,22,0.025
atU,bP,h,22,0.061
atV,bQ,c,3,-0.094
atW,bQ,h,3,-0.256
atX,bQ,h,42,-0.419
atY,bQ,i,22,0.173
atZ,bQ,h,3,-0.49
aua,bQ,o,3,-0.133
aub,bQ,c,22,0.721
auc,bQ,c,38,0.375
aud,bQ,c,40,-0.215
aue,bQ,h,3,-0.013
auf,bQ,i,3,-0.129
aug,bQ,h,22,-0.052
auh,bQ,c,40,0.165
aui,bQ,h,22,0.479
auj,bQ,o,3,-0.13
auk,bQ,c,3,0.334
aul,bQ,c,3,-0.612
aum,bQ,h,22,-0.104
aun,bQ,c,22,0.449
auo,bQ,c,3,0.654
aup,bQ,c,27,0.195
auq,bQ,i,38,-0.001
aur,bQ,c,3,0.218
aus,bQ,h,3,-0.576
aut,bQ,c,3,0.107
auu,bQ,h,40,-0.102
auv,bR,h,22,0.032
auw,bR,h,3,0.084
aux,bR,c,3,-0.248
auy,bR,h,40,0.392
auz,bR,c,27,0.116
auA,bR,h,40,0.41
auB,bR,c,22,0.229
auC,bR,h,42,-0.166
auD,bR,i,3,-0.275
auE,bR,c,22,-0.173
auF,bR,h,3,-0.023
auG,bR,h,3,-0.142
auH,bR,h,22,0.226
auI,bR,c,3,0.223
auJ,bR,h,22,0.142
auK,bR,h,3,0.341
auL,bR,c,3,-0.284
auM,bR,h,3,0.251
auN,bR,c,22,0.161
auO,bR,c,3,0.199
auP,bR,c,3,0.416
auQ,bR,c,3,0.036
auR,bR,h,40,-0.621
auS,bR,c,22,-0.117
auT,bR,c,40,0.005
auU,bR,n,3,0.115
auV,bR,c,3,0.035
auW,bR,c,22,-0.18
auX,bS,c,22,-0.527
auY,bS,h,3,-0.049
auZ,bS,h,3,0.531
ava,bS,h,3,-0.101
avb,bS,c,3,0.015
avc,bS,h,3,-0.262
avd,bS,c,27,-0.13
ave,bS,c,42,0.033
avf,bS,o,3,-0.064
avg,bS,h,34,0.385
avh,bS,o,22,0.126
avi,bS,c,21,-0.009
avj,bS,c,3,-0.296
avk,bS,c,38,-0.434
avl,bS,h,3,-0.343
avm,bS,c,3,0.244
avn,bS,i,22,0.09
avo,bS,n,22,-0.08
avp,bS,h,3,0.055
avq,bS,o,3,-0.164
avr,bS,h,40,0.117
avs,bS,i,22,0.01
avt,bS,h,22,0.335
avu,bS,h,3,-0.424
avv,bS,h,3,0.304
avw,bS,h,22,-0.15
avx,bS,o,3,-0.116
avy,bS,c,26,-0.216
avz,bS,c,22,-0.105
avA,bT,c,22,0.277
avB,bT,i,14,0.247
avC,bT,c,3,0.364
avD,bT,h,3,-0.323
avE,bT,c,22,0.117
avF,bT,o,40,-0.148
avG,bT,i,42,-0.005
avH,bT,c,22,0.349
avI,bT,c,3,0.321
avJ,bT,c,22,-0.156
avK,bT,i,38,0.161
avL,bT,h,40,0.32
avM,bT,h,22,-0.351
avN,bT,c,22,0.207
avO,bT,c,3,0.185
