Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
sQ,a,c,16094.0,11.0,2008.0,1,13.0,2014.0,"Feb,May,Aug,Nov"
sR,a,a,0.0,5.0,2004.0,1,13.0,2012.0,"Mar,Jun,Sept,Dec"
sS,d,a,8807.0,0.0,2012.0,1,45.0,2012.0,"Jan,Apr,Jul,Oct"
sT,a,c,12840.0,7.0,1999.0,0,0.0,0.0,
sU,a,a,3949.0,9.0,2010.0,0,0.0,2014.0,
sV,d,a,9749.0,3.0,1998.0,1,14.0,0.0,
sW,a,c,6462.0,9.0,0.0,0,0.0,0.0,
sX,c,c,12180.0,1.0,2007.0,0,0.0,0.0,
sY,d,a,9252.0,0.0,0.0,0,0.0,0.0,
sZ,d,c,0.0,7.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
ta,a,a,1011.0,6.0,2006.0,0,0.0,0.0,
tb,a,a,258.0,4.0,2009.0,0,0.0,0.0,
tc,a,a,8310.0,0.0,2014.0,1,9.0,2012.0,"Mar,Jun,Sept,Dec"
td,d,a,0.0,0.0,2013.0,1,13.0,2011.0,"Feb,May,Aug,Nov"
te,a,c,6327.0,0.0,0.0,1,40.0,0.0,"Jan,Apr,Jul,Oct"
tf,d,c,8512.0,0.0,2005.0,0,0.0,0.0,
tg,a,c,7988.0,0.0,0.0,1,31.0,0.0,
th,d,a,0.0,4.0,2008.0,1,39.0,2015.0,"Feb,May,Aug,Nov"
ti,a,a,10851.0,9.0,2013.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
tj,a,c,0.0,0.0,2012.0,0,0.0,2011.0,
tk,a,c,9419.0,3.0,2007.0,1,0.0,0.0,
tl,a,a,3264.0,4.0,2013.0,0,0.0,0.0,
tm,d,c,2819.0,9.0,0.0,1,5.0,2014.0,
tn,c,c,18714.0,0.0,2011.0,0,0.0,0.0,
to,a,c,0.0,10.0,2011.0,0,0.0,0.0,
tp,d,a,1194.0,0.0,0.0,0,0.0,2011.0,
tq,a,a,10187.0,4.0,2012.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
tr,a,c,24428.0,4.0,2008.0,0,0.0,2011.0,
ts,a,c,0.0,11.0,2005.0,0,5.0,2013.0,"Jan,Apr,Jul,Oct"
tt,d,c,5568.0,4.0,2013.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
tu,a,c,1933.0,11.0,0.0,0,40.0,2011.0,
tv,a,c,12417.0,4.0,2013.0,0,0.0,0.0,
tw,a,a,0.0,10.0,1995.0,0,10.0,2013.0,"Jan,Apr,Jul,Oct"
tx,a,a,0.0,12.0,2006.0,1,37.0,2014.0,"Feb,May,Aug,Nov"
ty,d,a,878.0,0.0,2012.0,0,0.0,0.0,
tz,a,c,6753.0,9.0,2012.0,0,10.0,2013.0,"Jan,Apr,Jul,Oct"
tA,a,c,7403.0,0.0,0.0,0,40.0,2011.0,"Jan,Apr,Jul,Oct"
tB,a,a,12634.0,10.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
tC,d,a,862.0,10.0,2010.0,0,0.0,0.0,
tD,d,b,7813.0,0.0,0.0,1,14.0,0.0,
tE,a,a,12037.0,1.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
tF,d,a,11111.0,2.0,2000.0,1,0.0,2011.0,"Jan,Apr,Jul,Oct"
tG,d,a,15888.0,12.0,2008.0,0,0.0,0.0,
tH,b,c,8717.0,0.0,2013.0,1,0.0,2013.0,"Jan,Apr,Jul,Oct"
tI,a,a,8223.0,5.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
tJ,a,c,134.0,4.0,2005.0,0,14.0,2013.0,
tK,d,a,19844.0,4.0,2014.0,0,0.0,0.0,
tL,a,c,11882.0,9.0,2014.0,1,14.0,0.0,
tM,a,c,0.0,9.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
tN,a,a,1024.0,1.0,2005.0,1,0.0,0.0,
tO,a,c,373.0,0.0,2012.0,0,14.0,2013.0,"Jan,Apr,Jul,Oct"
tP,d,a,0.0,5.0,1998.0,0,40.0,0.0,
tQ,a,c,7496.0,6.0,2007.0,1,0.0,0.0,"Jan,Apr,Jul,Oct"
tR,d,c,4447.0,11.0,2013.0,0,0.0,0.0,
tS,c,a,1981.0,9.0,2013.0,0,10.0,2013.0,"Jan,Apr,Jul,Oct"
tT,b,a,9075.0,11.0,2010.0,0,0.0,0.0,
tU,a,c,0.0,4.0,2012.0,1,28.0,2015.0,"Mar,Jun,Sept,Dec"
tV,d,c,7921.0,8.0,2007.0,1,37.0,2014.0,"Feb,May,Aug,Nov"
tW,a,a,4538.0,5.0,2011.0,1,0.0,0.0,
tX,d,c,1822.0,9.0,2012.0,1,37.0,2012.0,"Jan,Apr,Jul,Oct"
tY,a,a,0.0,10.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
tZ,a,c,217.0,9.0,0.0,0,0.0,2011.0,
ua,a,c,393.0,5.0,2005.0,1,9.0,2015.0,"Mar,Jun,Sept,Dec"
ub,a,c,1663.0,11.0,2014.0,1,28.0,2012.0,"Mar,Jun,Sept,Dec"
uc,a,c,0.0,0.0,0.0,0,10.0,0.0,"Jan,Apr,Jul,Oct"
ud,a,c,1410.0,9.0,0.0,0,14.0,2013.0,"Jan,Apr,Jul,Oct"
ue,a,c,8465.0,0.0,0.0,1,0.0,0.0,
uf,d,c,0.0,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
ug,d,a,7324.0,3.0,0.0,1,37.0,2014.0,"Mar,Jun,Sept,Dec"
uh,d,a,0.0,12.0,2014.0,0,0.0,0.0,
ui,a,c,14984.0,11.0,2010.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
uj,a,c,3189.0,5.0,2008.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
uk,a,a,16033.0,11.0,2007.0,0,0.0,0.0,
ul,d,c,9094.0,0.0,0.0,0,0.0,0.0,
um,a,a,5072.0,7.0,2013.0,1,0.0,2013.0,
un,d,a,905.0,0.0,0.0,0,0.0,0.0,
uo,a,a,9042.0,4.0,0.0,0,0.0,0.0,
up,a,b,12728.0,6.0,2012.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
uq,d,a,3740.0,4.0,0.0,0,0.0,0.0,
ur,a,a,2929.0,4.0,2007.0,0,0.0,0.0,
us,d,c,11586.0,0.0,0.0,1,0.0,2011.0,
ut,d,c,5220.0,11.0,2009.0,0,0.0,0.0,
uu,a,c,3856.0,0.0,0.0,1,0.0,0.0,"Jan,Apr,Jul,Oct"
uv,a,a,12646.0,7.0,2007.0,0,0.0,0.0,
uw,a,a,6575.0,9.0,0.0,1,14.0,0.0,"Jan,Apr,Jul,Oct"
